  PID TTY           TIME CMD
 2516 ??         0:00.04 /System/Library/PrivateFrameworks/MacinTalk.framework/Versions/A/PlugIns/MacinTalkAUSP.appex/Contents/MacOS/MacinTalkAUSP -AppleLanguages ("en")
 2518 ??         0:00.05 /System/Library/PrivateFrameworks/MacinTalk.framework/Versions/A/PlugIns/WardaSynthesizer.appex/Contents/MacOS/WardaSynthesizer -AppleLanguages ("en")
 2523 ??         0:17.16 /opt/osquery/lib/osquery.app/Contents/MacOS/osqueryd 
 2548 ??         0:02.71 /usr/sbin/distnoted agent
 2665 ??         0:03.78 /System/Library/PrivateFrameworks/CoreFP.framework/Versions/A/fairplayd
 2716 ??         0:14.56 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/141.0.7390.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --string-annotations=enrollment-domain=google.com --extension-process --enable-dinosaur-easter-egg-alt-images --webauthn-remote-desktop-support --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=4582 --time-ticks-at-unix-epoch=-1760636423454584 --launch-time-ticks=23024705132 --shared-files --metrics-shmem-handle=1752395122,r,5050897529422250793,16568091571535298153,2097152 --field-trial-handle=1718379636,r,8418129656130266691,2206805300890567566,262144 --variations-seed-version --seatbelt-client=154
 2811 ??         0:17.82 /System/Library/PrivateFrameworks/SafariPlatformSupport.framework/Versions/A/XPCServices/com.apple.SafariPlatformSupport.Helper.xpc/Contents/MacOS/com.apple.SafariPlatformSupport.Helper
 2830 ??         0:31.44 /usr/libexec/milod
 2836 ??         1:08.84 /Library/Application Support/Adobe/Adobe Desktop Common/ADS/Adobe Desktop Service.app/Contents/MacOS/Adobe Desktop Service --onOSstartup=true --showwindow=false --waitForRegistration=true
 2872 ??         0:16.52 /Applications/Utilities/Adobe Creative Cloud/ACC/Creative Cloud Helper.app/Contents/MacOS/Creative Cloud Helper --remoteApplet=LiveType_BL --remoteAppletInstanceID=E44CCA35-9765-4417-8192-DB7A9C0CA73C --remoteHelper=CCH_LiveType --vulcanID=COSY
 2898 ??         0:57.62 /Applications/Utilities/Adobe Sync/CoreSync/Core Sync.app/Contents/MacOS/Core Sync
 2936 ??         0:00.50 /Library/PrivilegedHelperTools/com.adobe.acc.installer.v2
 3178 ??         1:14.78 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/141.0.7390.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --string-annotations=enrollment-domain=google.com --enable-dinosaur-easter-egg-alt-images --webauthn-remote-desktop-support --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=4589 --time-ticks-at-unix-epoch=-1760636423454584 --launch-time-ticks=23076737411 --shared-files --metrics-shmem-handle=1752395122,r,12216187069621964385,14282632669036444087,2097152 --field-trial-handle=1718379636,r,8418129656130266691,2206805300890567566,262144 --variations-seed-version --seatbelt-client=326
 3179 ??         1:31.65 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/141.0.7390.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --string-annotations=enrollment-domain=google.com --enable-dinosaur-easter-egg-alt-images --webauthn-remote-desktop-support --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=4590 --time-ticks-at-unix-epoch=-1760636423454584 --launch-time-ticks=23076807360 --shared-files --metrics-shmem-handle=1752395122,r,13607160046756848003,11897993910059553318,2097152 --field-trial-handle=1718379636,r,8418129656130266691,2206805300890567566,262144 --variations-seed-version --seatbelt-client=325
 3191 ??         0:34.27 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/141.0.7390.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --string-annotations=enrollment-domain=google.com --enable-dinosaur-easter-egg-alt-images --webauthn-remote-desktop-support --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=4594 --time-ticks-at-unix-epoch=-1760636423454584 --launch-time-ticks=23078033638 --shared-files --metrics-shmem-handle=1752395122,r,14105561453254241456,16475398376652537309,2097152 --field-trial-handle=1718379636,r,8418129656130266691,2206805300890567566,262144 --variations-seed-version --seatbelt-client=334
 3198 ??         0:21.16 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/141.0.7390.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --string-annotations=enrollment-domain=google.com --enable-dinosaur-easter-egg-alt-images --webauthn-remote-desktop-support --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=4595 --time-ticks-at-unix-epoch=-1760636423454584 --launch-time-ticks=23079363398 --shared-files --metrics-shmem-handle=1752395122,r,14276578304885355072,11630411600541669187,2097152 --field-trial-handle=1718379636,r,8418129656130266691,2206805300890567566,262144 --variations-seed-version --seatbelt-client=334
 3199 ??         0:36.21 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/141.0.7390.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --string-annotations=enrollment-domain=google.com --enable-dinosaur-easter-egg-alt-images --webauthn-remote-desktop-support --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=4596 --time-ticks-at-unix-epoch=-1760636423454584 --launch-time-ticks=23079400647 --shared-files --metrics-shmem-handle=1752395122,r,10462692839296586518,12592879687080328236,2097152 --field-trial-handle=1718379636,r,8418129656130266691,2206805300890567566,262144 --variations-seed-version --seatbelt-client=369
 3364 ??         0:16.01 /System/Library/PrivateFrameworks/SiriInference.framework/Versions/A/siriinferenced
 3562 ??         0:19.39 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/141.0.7390.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --string-annotations=enrollment-domain=google.com --enable-dinosaur-easter-egg-alt-images --webauthn-remote-desktop-support --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=4603 --time-ticks-at-unix-epoch=-1760636423454584 --launch-time-ticks=23116318347 --shared-files --metrics-shmem-handle=1752395122,r,17949164458173600165,15553048267418084540,2097152 --field-trial-handle=1718379636,r,8418129656130266691,2206805300890567566,262144 --variations-seed-version --seatbelt-client=152
 3566 ??         0:02.69 /usr/sbin/distnoted agent
 3575 ??         0:03.97 /System/Library/Frameworks/ManagedAppDistribution.framework/Support/managedappdistributiond
 3913 ??         0:20.61 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/141.0.7390.77/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --string-annotations=enrollment-domain=google.com --extension-process --enable-dinosaur-easter-egg-alt-images --webauthn-remote-desktop-support --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=74 --time-ticks-at-unix-epoch=-1760636423454584 --launch-time-ticks=208194975 --shared-files --metrics-shmem-handle=1752395122,r,10664056400227618703,8094354192791708,2097152 --field-trial-handle=1718379636,r,8418129656130266691,2206805300890567566,262144 --variations-seed-version --seatbelt-client=575
 4032 ??         8:17.26 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/141.0.7390.77/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=audio --message-loop-type-ui --string-annotations=enrollment-domain=google.com --shared-files --metrics-shmem-handle=1752395122,r,17850925524556706216,10917019444628253341,524288 --field-trial-handle=1718379636,r,8418129656130266691,2206805300890567566,262144 --variations-seed-version --seatbelt-client=639
 4033 ??         3:32.77 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/141.0.7390.77/Helpers/Google Chrome Helper (Plugin).app/Contents/MacOS/Google Chrome Helper (Plugin) --type=utility --utility-sub-type=video_capture.mojom.VideoCaptureService --lang=en-US --service-sandbox-type=none --message-loop-type-ui --string-annotations=enrollment-domain=google.com --shared-files --metrics-shmem-handle=1752395122,r,714684104528620351,3944804778270615814,524288 --field-trial-handle=1718379636,r,8418129656130266691,2206805300890567566,262144 --variations-seed-version
 4168 ??         0:02.69 /System/Library/CoreServices/UserNotificationCenter.app/Contents/MacOS/UserNotificationCenter
 4265 ??         6:30.73 /System/Library/PrivateFrameworks/Ecosystem.framework/Support/ecosystemd
 4270 ??         0:00.03 aslmanager
 4389 ??         0:00.80 /Library/Application Support/Google/ChromeEnterpriseCompanion/ChromeEnterpriseCompanion.app/Contents/MacOS/ChromeEnterpriseCompanion --enable-usage-stats --cohort-id=1:2o4f:
 4391 ??         0:00.17 /Library/Application Support/Google/ChromeEnterpriseCompanion/ChromeEnterpriseCompanion.app/Contents/MacOS/ChromeEnterpriseCompanion --crash-handler --reset-own-crash-exception-port-to-system-default --database=/Library/Application Support/Google/ChromeEnterpriseCompanion/Crashpad --url=https://clients2.google.com/cr/report --annotation=prod=Chrome_Enterprise_Companion --annotation=ver=140.0.7331.0 --handshake-fd=6
 4392 ??         0:01.54 /Library/Application Support/Google/ChromeEnterpriseCompanion/ChromeEnterpriseCompanion.app/Contents/MacOS/ChromeEnterpriseCompanion --net-worker --mojo-platform-channel-handle=283233727
 4394 ??         0:00.16 /Library/Application Support/Google/ChromeEnterpriseCompanion/ChromeEnterpriseCompanion.app/Contents/MacOS/ChromeEnterpriseCompanion --crash-handler --reset-own-crash-exception-port-to-system-default --database=/Library/Application Support/Google/ChromeEnterpriseCompanion/Crashpad --url=https://clients2.google.com/cr/report --annotation=prod=Chrome_Enterprise_Companion --annotation=ver=140.0.7331.0 --handshake-fd=6
 4554 ??         0:00.11 /usr/libexec/containermanagerd --runmode=agent --user-container-mode=current --bundle-container-mode=proxy --system-container-mode=none
 4561 ??         0:00.06 /usr/libexec/containermanagerd --runmode=agent --user-container-mode=current --bundle-container-mode=proxy --system-container-mode=none
 4849 ??         0:00.07 /System/Library/CoreServices/CrashReporterSupportHelper server-init
 4940 ??         0:01.43 /usr/local/bin/rrg --verbosity WARN --log-to-file /var/log/rrg.log --ping-rate 30m --command-verification-key 61f6086640219ab0b1d64345204c93fa844c1e321f4f52583d377b8310c4d63b
 4941 ??         0:15.82 /usr/local/lib/gagent/gagent --config=/usr/local/lib/gagent/gagent.yaml
 4979 ??         0:55.51 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/com.apple.appkit.xpc.openAndSavePanelService.xpc/Contents/MacOS/com.apple.appkit.xpc.openAndSavePanelService
 4981 ??         0:00.95 /Applications/Utilities/Adobe Sync/CoreSync/Core Sync.app/Contents/PlugIns/ACCFinderSync.appex/Contents/MacOS/ACCFinderSync -AppleLanguages ("en")
 5961 ??         0:08.84 /System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/Support/assistantd
 6012 ??         0:00.19 /usr/libexec/secinitd
 6230 ??         0:00.28 /usr/libexec/proactived
 6362 ??         0:00.09 /System/Library/Frameworks/ManagedSettings.framework/Versions/A/ManagedSettingsAgent
 6372 ??         0:01.71 /System/Library/PrivateFrameworks/CacheDelete.framework/deleted
 6922 ??         3:49.63 /Applications/Wispr Flow.app/Contents/MacOS/Wispr Flow
 6931 ??         0:00.15 /Applications/Wispr Flow.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=/Users/stuartgano/Library/Application Support/Wispr Flow/Crashpad --url=https://f.a.k/e --annotation=_productName=Wispr Flow --annotation=_version=1.3.518 --annotation=plat=OS X --annotation=prod=Electron --annotation=ver=38.2.1 --handshake-fd=18
 6935 ??        81:13.79 /Applications/Wispr Flow.app/Contents/Frameworks/Wispr Flow Helper (GPU).app/Contents/MacOS/Wispr Flow Helper (GPU) --type=gpu-process --user-data-dir=/Users/stuartgano/Library/Application Support/Wispr Flow --gpu-preferences=SAAAAAAAAAAgAAAIAAAAAAAAAAAAAGAAAwAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --field-trial-handle=1718379636,r,6679928802947076034,527264379798429026,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --seatbelt-client=31
 6937 ??         0:13.47 /Applications/Wispr Flow.app/Contents/Frameworks/Wispr Flow Helper.app/Contents/MacOS/Wispr Flow Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=network --user-data-dir=/Users/stuartgano/Library/Application Support/Wispr Flow --secure-schemes=sentry-ipc --bypasscsp-schemes=sentry-ipc --cors-schemes=sentry-ipc --fetch-schemes=sentry-ipc --shared-files --field-trial-handle=1718379636,r,6679928802947076034,527264379798429026,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --seatbelt-client=33
 6944 ??        20:09.84 /Applications/Wispr Flow.app/Contents/Resources/swift-helper-app-dist/Wispr Flow.app/Contents/MacOS/Wispr Flow
 6955 ??         0:25.78 /Applications/Wispr Flow.app/Contents/Frameworks/Wispr Flow Helper (Renderer).app/Contents/MacOS/Wispr Flow Helper (Renderer) --type=renderer --user-data-dir=/Users/stuartgano/Library/Application Support/Wispr Flow --secure-schemes=sentry-ipc --bypasscsp-schemes=sentry-ipc --cors-schemes=sentry-ipc --fetch-schemes=sentry-ipc --app-path=/Applications/Wispr Flow.app/Contents/Resources/app.asar --no-sandbox --no-zygote --disable-blink-features=Auxclick --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1760636423461842 --launch-time-ticks=1320077858 --shared-files --field-trial-handle=1718379636,r,6679928802947076034,527264379798429026,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version
 6961 ??         0:01.28 /Applications/Wispr Flow.app/Contents/Frameworks/Wispr Flow Helper (Renderer).app/Contents/MacOS/Wispr Flow Helper (Renderer) --type=renderer --user-data-dir=/Users/stuartgano/Library/Application Support/Wispr Flow --secure-schemes=sentry-ipc --bypasscsp-schemes=sentry-ipc --cors-schemes=sentry-ipc --fetch-schemes=sentry-ipc --app-path=/Applications/Wispr Flow.app/Contents/Resources/app.asar --no-sandbox --no-zygote --disable-blink-features=Auxclick --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=5 --time-ticks-at-unix-epoch=-1760636423461842 --launch-time-ticks=1320142914 --shared-files --field-trial-handle=1718379636,r,6679928802947076034,527264379798429026,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version
 6963 ??        80:34.98 /Applications/Wispr Flow.app/Contents/Frameworks/Wispr Flow Helper (Renderer).app/Contents/MacOS/Wispr Flow Helper (Renderer) --type=renderer --user-data-dir=/Users/stuartgano/Library/Application Support/Wispr Flow --secure-schemes=sentry-ipc --bypasscsp-schemes=sentry-ipc --cors-schemes=sentry-ipc --fetch-schemes=sentry-ipc --app-path=/Applications/Wispr Flow.app/Contents/Resources/app.asar --no-sandbox --no-zygote --disable-blink-features=Auxclick --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=6 --time-ticks-at-unix-epoch=-1760636423461842 --launch-time-ticks=1320203848 --shared-files --field-trial-handle=1718379636,r,6679928802947076034,527264379798429026,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version
 6969 ??         0:14.51 /Applications/Wispr Flow.app/Contents/Frameworks/Wispr Flow Helper.app/Contents/MacOS/Wispr Flow Helper --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=audio --message-loop-type-ui --user-data-dir=/Users/stuartgano/Library/Application Support/Wispr Flow --secure-schemes=sentry-ipc --bypasscsp-schemes=sentry-ipc --cors-schemes=sentry-ipc --fetch-schemes=sentry-ipc --shared-files --field-trial-handle=1718379636,r,6679928802947076034,527264379798429026,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --seatbelt-client=49
 6970 ??         0:06.53 /Applications/Wispr Flow.app/Contents/Frameworks/Wispr Flow Helper (Plugin).app/Contents/MacOS/Wispr Flow Helper (Plugin) --type=utility --utility-sub-type=video_capture.mojom.VideoCaptureService --lang=en-US --service-sandbox-type=none --message-loop-type-ui --user-data-dir=/Users/stuartgano/Library/Application Support/Wispr Flow --secure-schemes=sentry-ipc --bypasscsp-schemes=sentry-ipc --cors-schemes=sentry-ipc --fetch-schemes=sentry-ipc --shared-files --field-trial-handle=1718379636,r,6679928802947076034,527264379798429026,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version
 7155 ??         0:07.06 /usr/libexec/mobileassetd
 7171 ??         0:01.25 /usr/libexec/triald
 7182 ??         0:01.89 /System/Library/PrivateFrameworks/MediaAnalysis.framework/Versions/A/mediaanalysisd
 7184 ??         0:00.75 /System/Library/PrivateFrameworks/PhotoLibraryServices.framework/Versions/A/Support/photolibraryd
 7265 ??         0:00.17 /Library/GoogleCorpSupport/PlugIns/notifications.bundle/Contents/XPCServices/corpnotd.xpc/Contents/MacOS/corpnotd
 7293 ??         0:00.17 /System/Library/CoreServices/TimeMachine/backupd-helper -launchd
 7295 ??         0:00.14 /usr/libexec/pkd
 7346 ??         0:01.15 /usr/libexec/triald_system
 7378 ??         0:00.06 /usr/libexec/SidecarRelay
 7400 ??         0:00.07 /usr/libexec/fskitd
 7401 ??         0:00.06 /usr/libexec/containermanagerd_system --runmode=privileged --user-container-mode=current --bundle-container-mode=global --bundle-container-owner=_appinstalld --system-container-mode=none
 7426 ??         0:00.04 /usr/libexec/applekeystored
 7427 ??         0:00.11 /usr/libexec/securityd_system
 7428 ??         0:00.07 /usr/libexec/ospredictiond
 7432 ??         0:00.04 /usr/libexec/feedbackd
 7454 ??         0:00.07 /usr/libexec/gamecontrollerd
 7455 ??         0:00.14 /usr/libexec/gamecontrolleragentd
 7851 ??         0:01.72 /usr/libexec/mobileactivationd
 7942 ??         0:15.19 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --user-data-dir=/Users/stuartgano/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,12522765601481051780,9162272023863168044,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts --variations-seed-version
 7943 ??         4:02.17 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin) --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --user-data-dir=/Users/stuartgano/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,12522765601481051780,9162272023863168044,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts --variations-seed-version
 7963 ??         0:00.40 /Users/stuartgano/.vscode/extensions/ms-python.python-2025.16.0-darwin-arm64/python-env-tools/bin/pet server
 7966 ??         0:04.55 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin) /Applications/Visual Studio Code.app/Contents/Resources/app/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=7943
 7978 ??         0:00.04 /usr/libexec/amfid
 8085 ??         0:09.60 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin) /Users/stuartgano/.vscode/extensions/ms-python.vscode-pylance-2025.8.3/dist/server.bundle.js --cancellationReceive=file:b9b79e7b7e141da3bd139aee8dd7cf5d5aa9f5091c --node-ipc --clientProcessId=7943
 8214 ??         0:35.82 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Renderer).app/Contents/MacOS/Code Helper (Renderer) --type=renderer --user-data-dir=/Users/stuartgano/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-path=/Applications/Visual Studio Code.app/Contents/Resources/app --enable-sandbox --enable-blink-features=HighlightAPI --disable-blink-features=FontMatchingCTMigration,StandardizedBrowserZoom, --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=20 --time-ticks-at-unix-epoch=-1760636423454537 --launch-time-ticks=1474463687 --shared-files --field-trial-handle=1718379636,r,12522765601481051780,9162272023863168044,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts --variations-seed-version --vscode-window-config=vscode:909fef07-7a7c-4d1c-98e1-ce66d3c412dd --seatbelt-client=160
 8255 ??         0:00.08 /Users/stuartgano/.vscode/extensions/openai.chatgpt-0.5.19-darwin-arm64/bin/macos-aarch64/codex app-server
 8258 ??         0:00.28 /System/Library/CoreServices/Siri.app/Contents/MacOS/Siri launchd
 8259 ??         0:04.28 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin) /Users/stuartgano/.vscode/extensions/dbaeumer.vscode-eslint-3.0.16/server/out/eslintServer.js --node-ipc --clientProcessId=7943
 8260 ??         0:04.19 /Applications/Visual Studio Code.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin) /Users/stuartgano/.vscode/extensions/ms-vscode.anycode-0.0.75/dist/anycode.server.node.js --node-ipc --clientProcessId=7943
 8261 ??         0:00.03 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/HIServices.framework/Versions/A/XPCServices/com.apple.hiservices-xpcservice.xpc/Contents/MacOS/com.apple.hiservices-xpcservice
 8282 ??         0:00.29 /System/Library/Frameworks/CoreTelephony.framework/Support/CommCenter -L
 8283 ??         0:00.24 /System/Library/CoreServices/CoreLocationAgent.app/Contents/MacOS/CoreLocationAgent
 8284 ??         0:01.87 /System/Library/PrivateFrameworks/TelephonyUtilities.framework/callservicesd
 8285 ??         0:00.25 /System/Library/PrivateFrameworks/SyncedDefaults.framework/Support/syncdefaultsd
 8289 ??         0:00.34 /System/Library/CoreServices/UIKitSystem.app/Contents/MacOS/UIKitSystem system_app_start
 8290 ??         0:00.17 /System/Library/PrivateFrameworks/TelephonyUtilities.framework/XPCServices/com.apple.FaceTime.FTConversationService.xpc/Contents/MacOS/com.apple.FaceTime.FTConversationService
 8291 ??         0:02.37 /System/Library/Frameworks/Contacts.framework/Support/contactsd
 8292 ??         0:01.53 /System/Library/PrivateFrameworks/SiriTTSService.framework/sirittsd
